scene_id,speaker,text,emotion
20076,Monica,Joey!! What the hell were you doing?!,disgust
20076,Joey,Sorry. Wrong boobies.,sadness
20076,Monica,"Hello, Joey.",neutral
20076,Mr. Tribbiani,"Oh! ...Hello, dear.",surprise
20077,Joey,Man. Can you believe he's only had sex with one woman?,surprise
20077,Chandler,"I think it's great. Y'know, it's sweet, it's romantic...",joy
20077,Joey,Really?,surprise
20077,Chandler,"No, you kidding? The guy's a freak..",disgust
20077,Both,"Hey, buddy.",neutral
20077,Receptionist,"Oh, that's attractive.",neutral
20077,Chandler,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",joy
20077,Ross,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",disgust
20077,Joey,"Oh, ah- the kid has it.",neutral
20077,Ross,"The kid...?  Excuse me, uh, that's, that's my puck.",anger
20077,Chandler,"You gotta do it, man.",neutral
20077,Ross,"Oh yeah? Well, I'm rubber, you're glue, whatever——can't do it.  Listen, uh- gimme back my puck.",anger
20077,Ross,"Yes', how about. C'mere. Gimme!",anger
20077,Receptionist,Hey! Hey! No rough holding in my ER!,anger
20077,Ross,GIVE ME MY PUCK!!,anger
20077,Ross,...Now,anger
20078,Rachel,"Oh, look, wish me luck!",joy
20078,Monica,What for?,neutral
20078,Rachel,I'm gonna go get one of those  job things.,neutral
20079,Phoebe,"Oh, I told the stripper to be here at five. That’s good right?",neutral
20079,Monica,You ordered a stripper for the shower?! That is totally inappropriate!,anger
20079,Phoebe,What? He’s gonna be dressed as a baby!  Oh hi Mrs. Green!,surprise
20079,Monica,Hi!,joy
20079,Phoebe,I’m so glad you could make it.,joy
20079,Monica,"Yes, thank you so much. And again, we’re so sorry. We could not feel worse about it.",joy
20079,Mrs. Green,Try. There’s my little girl.,joy
20079,Monica,She’s still mad.,neutral
20079,Phoebe,Yeah I know. Isn’t it great? One less person we have to make small talk with.,joy
20079,Monica,"Phoebe, Sandra’s mad at you too. It-it doesn’t bother you?",surprise
20080,Rachel,"Oh, that’s very—Really very-very okay.",neutral
20080,Marc,"Julie’s cervix is dilated a seven centimeters, that’s about four fingers. The doctor let me feel it myself.",joy
20081,Julie,Have you felt Rachel’s cervix Ross?,neutral
20082,Rachel,"No, I don’t think we’ll be doing that.",disgust
20082,Ross,We’re not gonna do that.,disgust
20082,Julie,"Well, if you like you can feel Rachel’s and then feel mine to compare.",neutral
20082,Mrs. Geller,Am I interrupting?,neutral
20082,Ross,Uh yes! Thank you.,joy
20082,Rachel,Oh. Oh wait no.,neutral
20082,Ross,Later.,neutral
20083,Ross,"Oh uh, I’m sorry.",neutral
20083,Rachel,No Ross! Ross! Ross! My child has no father!,fear
20084,Monica,Try feeding her again.,neutral
20084,Rachel,I already fed her.,neutral
20084,Monica,"I know, that’s why I said again!",anger
20084,Phoebe,"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",fear
20084,Chandler,Hey.,neutral
20085,Monica,Phoebe! Rachel! It’s Monica! I wonder what you could possibly need me for on such short notice!  Oh.,joy
20085,Rachel,"Oh Monica, we are so sorry.",sadness
20085,Monica,For what?,joy
20085,Rachel,"Well first, for forgetting to throw you a bridal shower.",sadness
20085,Phoebe,And then for forgetting to invite you to it.,neutral
20085,Monica,You al-you already had it?,surprise
20085,Phoebe,"Well, we called everyone in your phone book and a bunch of people came, but it took us so long to get you here that they-they had to leave.",neutral
20085,Rachel,"Yeah, we wanted to throw you a big surprise and a great shower, and now you don’t have either.",sadness
20085,Phoebe,We ruined everything.,sadness
20085,Rachel,Ugh,sadness
20085,Monica,"Well no, wait a minute, that’s not true!",sadness
20085,Monica,"No, what did, that was really sweet.",joy
20085,Monica,And it kinda works out for the best.,joy
20085,Rachel,"What do you, what do you mean?",surprise
20085,Monica,"Well now, I get to spend my shower with the only people I really love!",joy
20085,Monica,"I mean, I get all those presents  without having to talk to people I don’t even like!",joy
20085,Rachel,Surprise,sadness
20085,Joey,Surprise,joy
20085,Rachel,Monica.,neutral
20086,Monica,"I can't believe it's raining again! Oh, it's so unfair!!!",anger
20086,Phoebe,"Well, on the bright side, now you won't have to see all these paleontologists with their shirts off.",neutral
20086,Phoebe,Not you guys.,neutral
20086,Phoebe,You got it going on!,joy
20086,Monica,"So, what are we gonna do today?",neutral
20086,Mike,They have a game room downstairs! Ping pong and stuff.,neutral
20086,Monica,"Ping pong?  Honey, they have ping pong! Let's play!",surprise
20086,Chandler,I don't think so!,joy
20086,Monica,Why not?,neutral
20086,Chandler,"Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!",neutral
20086,Monica,I'm not always that bad!,neutral
20086,Chandler,"Oh,",neutral
20086,Monica,I punched you...?,surprise
20086,Chandler,And...?,surprise
20086,Monica,... Phoebe...?,surprise
20086,Phoebe,... and...?,neutral
20086,Monica,I clunked your heads together!,neutral
20087,Ross,"Sorry I ah, I scared you in there.",sadness
20087,Monica,"Oh, that’s okay. By the way, I was just checking the shower massager.",neutral
20087,Ross,Yeah.,neutral
20087,Phoebe,Hey!,surprise
20087,Monica,I tried to reach you at work. There’s....been a fire.,sadness
20087,Phoebe,What?! Oh my...  Oh my God!! What happened?!,surprise
20087,Ross,"Well, we believe it originated here.  In the Aroma Room.",neutral
20087,Phoebe,All right. Did everyone get out okay?,fear
20087,Monica,"Well, the giraffe’s okay. And so is the pirate.",neutral
20087,Phoebe,Ohh. What is this?,surprise
20087,Ross,"No Phoebe, don’t look! You don’t want to see what’s under there!!",fear
20087,Phoebe,"Ohh, the-the Foster puppets!",sadness
20088,Ross,Hey! How long until Pete’s fight?,neutral
20088,Monica,"Oh, about five minutes. Right now they’re interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves.",neutral
20088,Ross,Hot dog?,neutral
20088,Monica,"Four, please.  I’m really nervous.  Thank you.",fear
20088,Phoebe,"So Ross, how umm, how did it go with Bonnie?",neutral
20088,Ross,"I gotta tell you, I-I wasn’t expecting to like her at all, I mean I actually wasn’t expecting to like anyone right now, but she’s really terrific.",joy
20088,Phoebe,"Ohh, that’s too bad!",sadness
20088,Ross,"No, I-I’m saying I liked her.",joy
20088,Phoebe,"Yeah, y'know what, there are other fish in the sea.",neutral
20088,Ross,"Pheebs, I think she’s great. Okay? We’re going out again.",joy
20088,Phoebe,"Okay, I hear you! Are you capable of talking about any thing else?",disgust
20088,Chandler,Hey! Which one’s my turkey burger?,neutral
20088,Ross,"Ahh, the one next to my foot. Sorry.",neutral
20088,Joey,"Hey, the fight’s starting!",joy
20088,Ross,"Okay, we’ll be right in.  So ah, did your boss try to slap you again today?",neutral
20088,Chandler,Nine times!,anger
20088,Chandler,"Okay, I had to put on lotion!",neutral
20088,Chandler,"But, it’s gonna be okay, because as of tomorrow I’m conducting an experiment, and if all goes as planned, my butt will be smack free.",neutral
20088,Joey,Fight’s over!,neutral
20089,Chandler,"Okay, okay, here she comes!  How do I look? Do I look like a guy who doesn’t want to get married?",neutral
20089,Joey,"Yeah! And also, a little like a French guy.  I never noticed that before.",surprise
20089,Monica,Hi guys!,joy
20089,Joey,Hey!,neutral
20089,Monica,What are you up too?,neutral
20089,Chandler,"Oh, just hanging out, talkin’ about uh, websites.",neutral
20089,Chandler,"Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you.",neutral
20089,Joey,"Yeah, Big Brother.",neutral
20089,Monica,Well that’s a little crazy. Although I am y’know glad to hear that you’re branching out on what you look at on the Internet.,neutral
20089,Chandler,"Yeah, well… Y’know, it just got me thinking though, why would anybody ever want to get married huh?",neutral
20089,Monica,Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,anger
20089,Chandler,Eh,neutral
20089,Monica,Okay well that’s good to know.,sadness
20089,Joey,The Mr. Bowmont’s here!!!,joy
20090,Chandler,"Oh that’s great, my friend Joey’s in the movie business.",joy
20090,Dana,Y’know who I ran into from school? Howie.,neutral
20090,Chandler,My friend’s name is Joey.,neutral
20090,Dana,Apparently Howie’s editing now.,neutral
20090,Dana,"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",anger
20090,Dana,Can you believe that?!,surprise
20090,Dana,Y’know I-I-I haven’t spoken to him in like ten years and he asks me for a favor!,surprise
20090,Chandler,"Yeah, I’ve always hated that Howie.",disgust
20090,Dana,"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!",disgust
20090,Chandler,The nerve huh?,disgust
20090,Dana,Yeah!,disgust
20090,Chandler,Refill?,neutral
20091,Ross,Hey! How you doing?,joy
20091,Tag,"Good! Good, long time no see.",joy
20091,Tag,Like your sweater.,neutral
20091,Ross,"Oh hey, right back at ya.",neutral
20091,Tag,"Oh, it’s crazy about Rachel huh?",surprise
20091,Ross,"Yeah. She—Well, she’s one crazy lady?",surprise
20091,Tag,So whose is it?,neutral
20091,Ross,"Umm, I don’t some Italian guy. Come on, read your own label. See you later.",neutral
20091,Tag,Okay.,neutral
20091,Ross,He is so weird.,anger
20092,Monica,You wanna fool around with Joey?,surprise
20092,Rachel,Yeah!,joy
20092,Rachel,"You know, ever since I had that dream about him, and can't    get it out of my head!",joy
20092,Rachel,"And what's the big deal, people do it all the time!",surprise
20092,Monica,Who? Who do you know that are friends that just fool around?,surprise
20092,Rachel,"Ok, off the top of my head... Don and Janet.",neutral
20092,Monica,"Who, who are they?",neutral
20092,Rachel,I know them from work.,neutral
20092,Monica,Both of them?,surprise
20092,Rachel,"No, one of them...",neutral
20092,Monica,Which one?,neutral
20092,Rachel,"I don't know, what were the names I just said?",neutral
20092,Monica,"Rachel, things can get incredibly complicated.",anger
20092,Rachel,"All right, all right, you're right",sadness
20092,Monica,What the hell are you cooking!,surprise
20093,Phoebe,Oh my God! How did you get back here?!,surprise
20093,Phoebe,"Fire alarm?  Oh! Hi, officer—fireman, can-can I help you?",surprise
20093,The Fireman,We found your fire alarm in the trash chute.,anger
20093,Phoebe,That’s not mine.,neutral
20093,The Fireman,Yes it is.,neutral
20093,Phoebe,How do you know?,fear
20093,The Fireman,"The next time you want to dump a fire alarm in a trash chute, don’t wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",disgust
20093,Phoebe,"Okay do you—Okay, do you have a search warrant? Because the last time I checked this was still America!",anger
20093,The Fireman,"Please reattach this, it’s against the law to disconnect them.",neutral
20093,Phoebe,Fine!  But please God.. tell me how to stop them from going off!,anger
20093,The Fireman,There’s a reset button under the plastic cover.,neutral
20093,Phoebe,There’s a reset button?!,surprise
20093,Phoebe,My God!,surprise
20093,Phoebe,Why didn’t I see that!,surprise
20093,Phoebe,"Reset button, reset button, where is there a reset button?",neutral
20093,Phoebe,Oh here it is!,joy
20093,Phoebe,Oh!,surprise
20093,Phoebe,"Ohh, God!",joy
20094,Ross,"Four letters: ""Circle or hoop"".",neutral
20094,Chandler,"Ring dammit, ring!",anger
20094,Ross,Thanks.,neutral
20094,Joey,"Hey, you know our phone's not working?",surprise
20094,Chandler,What?!,surprise
20094,Joey,"I tried to call you from the coffee shop, and there was no answer.",neutral
20094,Chandler,"I turned it off. Mother of God, I turned it off!",anger
20094,Monica,Just like you told her you did!  ... Just pointing out the irony.,neutral
20094,Joey,"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",anger
20094,Joey,Nngghhh!!!!!!!,anger
20094,Joey,"Can I use your phone?  Yeah, the number for a Sidney Marks, please.",neutral
20094,Ross,"""Heating device.""",neutral
20094,Phoebe,Radiator.,neutral
20094,Ross,Five letters.,neutral
20094,Phoebe,Rdtor.,neutral
20094,Joey,"Yeah, is Sidney there?  Oh, this is?  Sidney's a woman.",surprise
20095,Receptionist,"Well, you'll have to wait your turn.",neutral
20095,Joey,"Well, how long do you think it'll be?",neutral
20095,Receptionist,Any minute now.,neutral
20096,Ross,"Hey, this-  Heyy...",joy
20097,Chandler,Hey.,neutral
20097,Joey,Hey! Any good mail?,neutral
20097,Chandler,"Yes, you got something from the Screen Actor’s Guild.",neutral
20097,Joey,"Ooh, it’s probably a residual check, hey can you open it for me, I’m kinda….",neutral
20097,Chandler,"""Benefits lapsed.""",neutral
20097,Joey,Hmm that’s weird. I don’t remember being in a move called benefits lapsed.,neutral
20097,Chandler,"Okay, it’s not a check. They’re saying your health insurance expired because, you didn’t work enough last year.",neutral
20097,Joey,Let me see that!,surprise
20097,Chandler,All right.,neutral
20097,Joey,"Oh, I can’t believe this!",surprise
20097,Joey,This sucks!,anger
20097,Joey,"When I had insurance I could get hit by a bus or catch on fire, y’know?",fear
20097,Joey,And it wouldn’t matter.,anger
20097,Joey,Now I gotta be careful?,anger
20097,Chandler,"I’m sorry man, there’s never a good time to  stop catching on fire.",sadness
20097,Joey,"All right well, I guess I gotta go get a job. I’m gonna go see my agent.",sadness
20097,Chandler,"Okay, make sure you look both ways before you cross the street.",neutral
20097,Joey,look both ways before you cross the street.,joy
20098,Monica,I can't believe Phoebe's gonna have her babies!,surprise
20099,Chandler,"I know, it's beautiful. Amazing.",joy
20099,Chandler,"I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex.",neutral
20099,Monica,Do you know anything about women?,neutral
20099,Chandler,No.,neutral
20099,Monica,That's all right.,neutral
20099,Chandler,Okay.,neutral
20100,Rachel,Remember when we went to Central Park and rented boats?.. That was fun.,joy
20100,Ross,Yeah. He could row like a viking.,joy
20100,Monica,Hi.,neutral
20100,All,Mmm.,neutral
20100,Ross,So how'd it go?,neutral
20101,Monica,"Oh, y'know..",neutral
20102,Phoebe,Did he mention us?,neutral
20102,Monica,He said he's really gonna miss you guys.,sadness
20102,Ross,"You had a rough day, huh.. c'mere.",sadness
20103,Monica,...love you.,joy
20103,Ross,Are you're hands still wet?,neutral
20103,Joey,"Uh, moist, yeah.",neutral
20103,Rachel,Let's dry 'em again.,neutral
20104,Rachel,Oh my God! Oh my God!!,sadness
20104,Monica,Still crying?,surprise
20104,Rachel,Like a,neutral
20104,Monica,"Y’know, I only know of two surefire ways to shut a man up. And one of them is sex.",neutral
20104,Rachel,What’s the other one?,neutral
20104,Monica,"I don’t know, I’ve never had to use the other one.",neutral
20104,Monica,"I’m just saying y’know, if we’re having sex, he’s not gonna be talking.",neutral
20104,Rachel,Oh that’s right.,joy
20104,Rachel,You’re the talker.,neutral
20104,Rachel,"Anyway uh, great idea!",joy
20104,Rachel,"Umm, I gotta go to the store; I told him that I would buy him some more tissues.",neutral
20104,Monica,"Oh, we have some",neutral
20104,Rachel,No you don’t!,anger
20105,Phoebe,"Okay, yeah.  Triple A can pick us up.",neutral
20106,Phoebe,"Yeah, what town are we near?",neutral
20106,Monica,"Freemont. West-Westmont, ah Westburg?",neutral
20106,Phoebe,Then why are you answering? Do you at least know what route we’re on?,anger
20107,Rachel,"Yeah, we are definitely on Route 27.",neutral
20107,Phoebe,"Okay.  We are at a rest stop on Route 27. Okay.  There is no Route 27.   Okay, either 93 or 76?",neutral
20107,Rachel,"I don’t know, I’m sorry, I always slept in the back when we drove up here.",sadness
20107,Phoebe,"Hey, can you send somebody up and down 76 and check every rest stop, and, and also 93?",neutral
20107,Phoebe,Okay!,neutral
20107,Phoebe,"Yeah, no they don’t do that.",neutral
20107,Rachel,"Ugh, okay, well somebody will come and save us.",neutral
20107,Monica,Who?,anger
20107,Monica,I mean have you seen a car come by here in the last hour and a half?,fear
20107,Monica,"I think we should call Ross, maybe he can get a car and come pick us up.",neutral
20107,Rachel,"No! No, I am not getting in a car with Ross, we will just have to live here!",anger
20107,Phoebe,But if...,fear
20107,Rachel,"No you guys, I am not getting in a car with him, you’ll have to think of something else.",anger
20107,Phoebe,"Oh good, oh Joey and Chandler are back.",joy
20107,Monica,So the going for help went well?,neutral
20108,Joey,"I’m telling you man, I saw it.",neutral
20108,Chandler,"Yeah, well, you’re wrong! Okay, you’re wrong.",anger
20108,Joey,"I’m not wrong! I wish I was. I’m sorry. Bet that barium enema doesn’t sound so bad now, huh?",sadness
20109,Monica,I know.,neutral
20109,Monica,Let’s try a look…of far off…wonderment.,neutral
20109,Monica,"Okay, we’ll-we’ll gaze into our future and we’ll think about our marriage and the days to come.",joy
20109,Monica,Chandler!,surprise
20109,Monica,What is the matter with your face?!,surprise
20109,Monica,"I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""",anger
20109,Monica,Hey!,anger
20109,Monica,Don’t laugh at him!,anger
20109,Monica,He’s,neutral
20110,Rachel,We’re gonna find love!,joy
20110,Phoebe,Definitely!,joy
20110,Rachel,"Yeah, I’m pretty confident about that.",neutral
20110,Rachel,That’s what makes it so easy for me to be 80% happy for Monica and Chandler!,joy
20110,Rachel,It would be nice to have a little guarantee though.,neutral
20110,Phoebe,What do you mean?,neutral
20110,Rachel,"Well y’know, some people make deals with a friend, like if neither of them are married by the time they’re 40, they marry each other.",neutral
20110,Phoebe,You mean a backup?,neutral
20110,Rachel,Exactly!,joy
20110,Phoebe,"Yeah, yeah I got that.",neutral
20110,Rachel,You do?,neutral
20110,Phoebe,Hm-mmm,neutral
20110,Rachel,Who?,neutral
20110,Phoebe,Yeah!,joy
20110,Rachel,Are you serious?!,surprise
20110,Phoebe,"Yeah, I locked him years ago!",joy
20110,Rachel,"Wh… So… If neither of you are married by the time you’re 40, you’re gonna marry Joey.",surprise
20110,Phoebe,"Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal.",neutral
20110,Rachel,"Oh, seriously?",surprise
20110,Joey,"Yeah uh, what am I gonna do?",neutral
20111,Chandler,"Yeah, I’m sorry man.  You wanna go watch?",neutral
20111,Joey,Yeah!,joy
20112,Tag,Good morning.,neutral
20112,Rachel,"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",joy
20112,Tag,Oh yeah! We went to the Knicks game.,joy
20112,Rachel,Ohh that’s nice.,joy
20112,Tag,Then we went to this bar and he hooked us up with all these women!,joy
20112,Rachel,Wo-women? You mean like old women?,disgust
20112,Tag,"Well kinda old, like 30.",neutral
20112,Rachel,Oh.,neutral
20112,Tag,"And I never used to be able to just talk to girls in bars, but I got like 20 phone numbers last night.",surprise
20112,Rachel,"That’s great! Wow man, so Joey must’ve really taught you some stuff huh?",surprise
20112,Tag,A little.,neutral
20112,Rachel,Yeah?,surprise
20112,Tag,How you doin’?,neutral
20113,Monica,"Phoebe, we are so proud of you! You're amazing!",joy
20113,Phoebe,I know.,neutral
20113,Rachel,So does it really hurt as bad as they say?,joy
20114,Monica,What did you just say?,surprise
20114,Chandler,You roll another hard eight and we get married here tonight.,joy
20114,Monica,Are you serious?!,surprise
20114,Chandler,Yes! I love you! I've never loved anybody as much as I love you.,joy
20114,Monica,I've never loved anybody as much as I love you.,joy
20114,Chandler,"Okay, so if an eight comes up, we take it as a sign and we do it!",joy
20114,Chandler,What do you say?,neutral
20114,Monica,Okay!,joy
20114,Chandler,Okay! Come on! Let's go! All right!,joy
20114,Chandler,Okay! That's a four! And where-where's the other one?,anger
20114,Drunken Gambler,It went under the table.,neutral
20114,Monica,"Nobody move!  Okay, you look that way; I'll look this way!",anger
20114,Chandler,Here it is! Here it is!,joy
20114,Monica,That could be a four or a five. It's your call.,neutral
20114,Chandler,It's a four.,neutral
20114,Monica,I think so too.,neutral
20115,Joey,Well that’s it. I’m done. Whew!  There come the meat sweats.,joy
20115,Monica,"Well Joey, we’re all…we’re all very proud of you.",joy
20115,Chandler,"Yes, I believe we can expect a call from the President any moment now.",neutral
20115,Phoebe,Is there anything we can do for you?,neutral
20115,Joey,"No just, nobody press on my stomach.",neutral
20115,Rachel,You can keep those pants by the way.,neutral
20115,Joey,Whoa—hey—wh-wh-what do you got there? What is that? Pie?,surprise
20115,Monica,"Yeah, you want some?",neutral
20115,Joey,"Ah, just cut me a little sliver.",joy
20115,Joey,A little bigger.,neutral
20115,Joey,Little bigger.,neutral
20115,Joey,What?!,surprise
20115,Joey,Are you afraid you’re gonna run out?!,anger
20115,Joey,Cut me a real piece!,anger
20116,Ross,"Phoebe, oh my God! Wh-wh-what are you doing here?",surprise
20116,Phoebe,"I need to talk to you, it’s pretty urgent. It’s about Monica and Chandler.",neutral
20116,Ross,Oh my God!,surprise
20116,Ross,"Of course, of course.",neutral
20116,Ross,"Umm, would you please excuse me for a moment?",neutral
20116,Ross,"Umm, do you know each other’s hometowns?",neutral
20116,Ross,Why don’t you…   Wh-what’s going on?,fear
20116,Phoebe,"Well, umm, not much.",neutral
20116,Phoebe,"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know?",neutral
20116,Phoebe,"So, could I just move in with you for a couple days?",neutral
20116,Ross,"Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?",neutral
20116,Phoebe,Nothing..Why?,neutral
20116,Ross,"Phoebe, you said it was urgent!",anger
20116,Phoebe,Oh yeah it is! I’m going to the movies and it starts in like five minutes.,neutral
20116,Ross,Do you realize I have a classroom full of students?,anger
20116,Phoebe,"Oh, I’m sorry. I’m so rude. Does anyone want to come to the movies?",neutral
20117,Ross,"Look, look, there’s got to be a way we can work past this.",sadness
20117,Ross,"Okay,  I can’t imagine, I can’t imagine my life without you.",fear
20117,Ross,"Without, without these arms, and your face, and this heart.",sadness
20117,Ross,"Your good heart Rach,  and, and....",sadness
20117,Rachel,No.,neutral
20117,Rachel,"I can’t, you’re a totally different person to me now.",sadness
20117,Rachel,"I used to think of you as somebody that would never, ever hurt me, ever.",sadness
20117,Rachel,"God, and now I just can’t stop picturing with her, I can’t,  it doesn’t matter what you say, or what you do, Ross.",sadness
20117,Rachel,"It’s just changed, everything.",sadness
20117,Rachel,Forever.,sadness
20117,Ross,"Yeah, but this can’t be it, I mean.",sadness
20117,Rachel,Then how come it is?,sadness
20118,Monica,"Windows are clean, candels are lit.",neutral
20118,Monica,"Uh, belt's to tight, gotta change the belt.",joy
20118,Monica,Did I turn the fish?,neutral
20118,Monica,"No, cause I made lasagne.",neutral
20118,Monica,Am I out of control?,anger
20118,Rachel,Just a touch.,neutral
20118,Rachel,"Mon, I don't understand.",neutral
20118,Rachel,"I mean, you've been dating this guy since like, what... his midterms?",surprise
20118,Rachel,"I mean, why all the sudden are you so... Oh.",surprise
20118,Monica,What?,neutral
20118,Rachel,Could tonight be the Night?,joy
20118,Monica,I don't know.,neutral
20118,Monica,Look he's a great guy and I love being with him but... you know.,joy
20118,Monica,"Things happen, and they happen.",joy
20118,Monica,You don't plan these things.,neutral
20118,Rachel,"So, did you shave your legs?",neutral
20118,Monica,Yeah.,neutral
20119,Joey,Ross!,anger
20119,The Casting Director,"Okay, Raymond, Joey you're up.",neutral
20119,Joey,Hi!,joy
20119,The Casting Director,"Okay, uh well, let's try one. Whenever you guys are ready.",neutral
20119,Joey,Uh-oh.,fear
20119,The Casting Director,Is there a problem?,neutral
20119,Joey,"Well this is noodle soup and uh, I've been working with tomato.",neutral
20119,Joey,"But that's okay, no problem.",neutral
20119,Joey,No problem.,neutral
20119,Joey,"Hmm, noodle soup.",neutral
20119,The Casting Director,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",neutral
20119,Joey,"Oh, what did I say?",surprise
20119,The Casting Director,"Hmm, noodle soup.",neutral
20119,Joey,How's that different?  Oh! Yeah!,surprise
20119,The Casting Director,"All right, let's try one.",neutral
20119,Joey,"Hmm, noodle soup.",neutral
20119,The Casting Director,Okay. Let's do it again.,neutral
20119,Joey,Okay.,neutral
20119,Joey,"Hmm, soup.  I mean, noodle soup. I mean soup!",anger
20119,Raymond,COME ON!!!!,anger
20119,The Casting Director,Y'know what? We need to move on.,anger
20119,Joey,"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!",anger
20120,Rachel,Okay. Just give us a second. Ross!,neutral
20120,Ross,Yeah?,neutral
20120,Rachel,Give her some money.,neutral
20120,Ross,I really think they’re out of rooms.,neutral
20120,Rachel,"They’re not!! Ross, they’re just saving them for the important people!! Okay?! What-what if I was the president?!",anger
20120,Ross,"Well then we’d be in a lot of trouble, you don’t know where any countries are.",neutral
20120,Ross,Okay.,neutral
20120,Ross,"Uh, say would you umm… Would you mind checking again to see if any umm, private rooms may have  opened up?",neutral
20120,Nurse,This is a hospital.,neutral
20120,Rachel,Y’know what?,neutral
20120,Rachel,I’d have to say I really don’t care for your tone.,anger
20120,Rachel,And this is not the only hospital in this city and we have no problem to—Whoa!,anger
20120,Rachel,Oh gosh!,surprise
20120,Ross,What-what?,surprise
20120,Rachel,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,surprise
20120,Nurse,Would you like to see a semi-private room?,neutral
20120,Rachel,"Yeah, it couldn’t hurt to look.",neutral
20121,Ross,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",neutral
20121,Kristin,That's funny. Who are they?,joy
20121,Ross,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",neutral
20121,Kristin,You mean they're lovers.,surprise
20121,Ross,If you wanna put a label on it.,neutral
20121,Kristin,"Wow, uh, anything else I should know?",surprise
20122,Rachel,"Oh God, Ross, I cannot do this.",sadness
20122,Ross,"Okay, quick and painful.",neutral
20122,Rachel,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",fear
20122,Ross,"Oh, what? What-what?",surprise
20122,Rachel,Y'know Marcel?,neutral
20122,Ross,...Yeah?,neutral
20122,Rachel,"Well, I kind of... I kind of lost him.",sadness
20123,Rachel,Hi Pheebs!,joy
20123,Phoebe,Hi!,joy
20123,Rachel,How are ya?,neutral
20123,Phoebe,Good.,neutral
20123,Rachel,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy’s cell phone?",neutral
20123,Phoebe,Yeah.,neutral
20123,Rachel,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,neutral
20123,Phoebe,Yeah!,joy
20123,Rachel,And do you remember going into my purse and stealing the phone?!,anger
20123,Phoebe,"Ooh, now you lost me.",fear
20123,Rachel,You stole the phone!,anger
20123,Phoebe,No I didn’t!,anger
20123,Rachel,"No? So you’re saying that if I called it, it wouldn’t ring?",anger
20123,Phoebe,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",fear
20123,Rachel,Phoebe!,anger
20124,Tag,It’s not here.,neutral
20124,Rachel,"Puzzler. A bit of a puzzle. Why don’t you um, check the copy room, maybe you left the contracts in there?",neutral
20124,Tag,How could I have left them in the copy room?,neutral
20124,Rachel,I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.,anger
20124,Tag,Fine.,anger
20125,Joey,How ya doin'? Welcome. Good to see ya!,joy
20125,Stage Director,This will be your phone.,neutral
20125,Joey,"That's great. But uh, I'm not really expecting a lot of calls.",neutral
20125,Stage Director,No you answer it and take pledges.,neutral
20125,Joey,But I'm the host!,surprise
20125,Stage Director,"No, Gary Collins is the host. You'll be answering the phones.",neutral
20125,Joey,"You don't seem to understand. See, I was Dr. Drake Remoray.",neutral
20125,Stage Director,"Well, here's your phone doctor.",neutral
20126,Gunther,Hey guys.,neutral
20126,Monica,Hey Gunther. Hi.  I mean you’re going out on a date with the noisy guy upstairs?,surprise
20126,Phoebe,"Well, he’s very charming.",neutral
20126,Monica,"I know, he’s too charming, but if you two start going out, then it’s just gonna make it so much harder for me to hate him.",disgust
20126,Phoebe,"Well, you’re just gonna have to try.",neutral
20126,Monica,"Joey, where are the",neutral
20126,Joey,"I don’t know, Chandler is supposed to be passin’ ‘em around...",neutral
20127,Chandler,"Okay, ten blocks down. Five to go.",anger
20127,Monica,Oh wait! Stop! Stop! Stop!,joy
20127,Chandler,Oh I’m sorry! Do you need a break?,surprise
20127,Monica,My boots in tan! Hey! Can you get a little closer so I can see the price?,joy
